tweet,class
أولا - غلب على أداء المجلس منذ 23 يناير 2012 أسلوب إطفاء الحرائق ومازال العمل التشريعي والرقابي الهادف لبناء نظام,neu
ألغيت المسيرات للميادين الخطرة كالتحرير و رمسيس فإذا بهم يقتلون الأطفال بالرصاص الحي في عباس العقاد و يدهسونهم بالمدرعات …,neg
ظابط جيش يهين أهالي مدينة #الشيخ_زويد ويقول والله لنضربكم بالكيماوي زي #بشار الفيديو كارثة وإلي بيعملوه إجرام #سيناء …,neg
' @NourDouma نانسي عجرم.. معظم بطاقات حفلها الكبير بمهرجان دبي للتسوق نفذت وعشاقها بإنتظارها على نار!  http://t.co/6Vi3S4iF0D ',neu
"' """"""الدنيا جميلة بمعانيها السامية ، جميلة بالقلوب الغاليه التي تبث فينا الأمل والتي تشعرنا دائما بالود والمحبةأسأل الله  تكون أيامكم كلها سعادة"""""""" '",pos
' نَاقةَ الله و سُقياها ! #الشمس ',pos
لمصر شعب يحميها رب أجعل هذا البلد آمنا مطمئنا,pos
#دعوة_الصائم_لاترد اللهم طمئن قلب #امي واشفها مما تعاني وارفع عنها ماألم بها اللهم فرج هم #أمي ويسر امرها واكتبها في علي,pos
الشاعر عبدالله حسن اغنية #25_يناير ادي جااامد عشان جااامد مخدش لكل كلاب مجيده,neu
' #حاجة_بستفز_منها تكرار الكلاام ',neg
' آ خرااااااااااااااااااااااااااابي ع الضحك :D مرتضى ع الطاولة  https://t.co/Zqpr0AZyVc ',pos
73 الله يبارك فيك الحمدلله شدو الرحال من لندن الى ليفربول كانو واثقين خلفهم العظيم مورينهو #صيعري #صحافه #اعلام,pos
يآجعل دربكَ تسآهيل والفُوز فآلك #النصر_الشباب #نصراوي_لاتكلمني,pos
' خلص اللي درس درس واللي طبل طبل  اهم اشي االصحه ✌ #صباح_الخير ',pos
88 أعترض على الطريقة والمضمون والتوقيت لا يجوز إصدار مبادئ دستورية ملزمة بدون استفتاء الشعب أصلاً,neg
' ميدو: لن أدرب الزمالك هذا الموسم تحت أي ظرف: http://t.co/TNdmhdpvRU via @midoahm #Zamalek  #باتشيكو_هرب  #باتشيكو  #زمالك #الزمالك ',neu
' إنت عارف ليه بحبك ليه و حبك ليه بيحلالي علشان بتكون عاشق مجنون و حبك ليا مالي الكون و بتبقى بريء ساعات و جريء ولا قلبي عليك بيهون ',pos
' خيانة وكدب خد عندك تلاقي كتير ',neg
' من أين لك كل هذا البرود. ',neg
انقلاب ضد الاسلام أغلقوا القنوات الإسلامية وفتحوا القنوات الإباحية ويجدون من يصفق لهم ويهتف لسيسي,neg
1968 فيما يخص الجانب الفقهي يمكنك سؤال الازهر ودار الافتاء,neu
الدكتور #مصطفي_محمود بيشرح بطريقة بسيطة,pos
' @arsenalman48  صح صديقى كﻻمك ',pos
"' """"""لم تفهمنـــــي .. ولـــــن تفهمنـــــــــي ­،،، فأنــــا أحدثـــك بقلبــــي .. وانــــت تحدثنـــــي بعقــــــلك!!!"""""""" '",neg
' الاغنيه دى انا حبتها واول مره اسمعها كانت من يوسف #رنا_سماحة_مع_عمرو_الليثي ',pos
ﻟﻴﻪ ﺍﻟﺒﻨﺖ ﺍﻟﻠﻰ #ﺗﺤﺐ ﻓﻰ ﻣﺠﺘﻤﻌﻨﺂ ﺑﻴﻌﺎﻣﻠﻮﻫﺎ ﺍﻧﻬﺎ ﻋﻤﻠﺖ #ﺟﺮﻳﻤﻪ ﻭﺑﺘﺒﻘﺎ ﺑﻨﺖ ﻣﺶ #ﻣﺤﺘﺮﻣﻪ ; :: #حوكا,neg
بصراحة انا احب #شبكة_المجد بس حظي الردي هو الي رافض ان اشترك فيها 😣,neu
' كﻻ فجر ليبيا تبيلهم الناتو من الاخر ...كﻻ هكي معش ينفع ',neg
ضد الظلم مع باسم #ثورة_25_يناير #باسم_رئيسا_لمصر #انتخبوا_العرص,neu
الثورة دي لولا الأميين ماكانتش نجحت أصلا أو على الأقل ده اللي أنا شفته يوم 28 ينايرإحنا بس مابنعرفش نكلم الناس صح والله أعلم,neu
' ارابس غوت تالنت حلقة الزيتوووووووووووون ! ',neu
كونك كحاكم فرحان بآراء المبرراتية اللي لابسين بدل وباصين لمصالحهم براحتك في الآخر عملت مشكلة في الشارع مش هيحلها غير الشارعخليهم ينفعوك,neg
' @missbala7a سبق و تم هذا الامر ',neu
' #مولد_الحبيب_فجر_جديد حبيبى يارسول الله اللهم صل وسلم وبارك على سيدنا محمد وآله وصحبه أجمعين ',neu
' كيف تحتفلون بأعياد النصاري و أمتكم مهتوك عرضها في كل مكان ؟!! :( ',neg
' اصغر طالب سنا ف تاريخ ستاراك ياخد اللقب #محمد_شاهين  #ليث_المصري_السادس  #كنزه_حبيبه_المصريين ',pos
حاميها حراميها ,neg
"' """"""تشيرشي قبل إنتقاله لميلان، كان بيفضل انتر عشان مانشيني، واول ما اجبروا علي ميلان عكس تصريحاته وبقت في صالح ميلان، زمن المال"""""""" '",neg
' اطلع من غيبوبه اخش ف غيبوبه بس كده . ',neg
#اللى_رافضين_السيسى_رئيس_بيعملوا_فولوا_لبعض #انتخبوا_العرص #مرسي_رئيسي #سيناء_خارج_التغطية #سأنتخب_السيسي,neu
7 ماله سمك إسكندرية يافندم؟ طب والله من غير مبالغة لفيت العالم مالقيت مثيله وأتوسل إليكي ماتحطميش أسطورتي الخاصة,pos
' @AlharthiFawaz فوووووووووووووواز  بليززززززززز بلغ سلامي ل محمد الصبحان اقرأ رسالتي ابي تويتر تبعه♡♡♡♡♡ ',neu
' من غير ما تتكلمي مدى العيون سلمي ',pos
انا مبحبش الناس الأوفر انا مبحبش الناس عموما !! #اعترافات_ليلية,neg
"' """"""@elpirens عاوز اروح عبد الحميد بدوي، جنب كنتاكي وماكدونالدز"""""""" '",neu
' @doje_sh خايك معا حمد ويقولوله دودو :)) ',neu
"' ""@Rou3bdelnabi احم ربنا يخليكي يا رنده والله :\""""3 '",pos
' ولكن الآن في المسيح يسوع انتم الذين كنتم قبلا بعيدين صرتم قريبين بدم المسيح. http://t.co/AjBX27Qpia ',neu
' @anticuop مين الناس دي ',neu
' بس انتا بردو ابن كلب ',neg
639 #الراتب_مايكفي_الحاجة #الاتحاد #الهلال #النصر #الاهلي #مرسي,neg
' #عايزين_مينا_على_تويتر كا ',neu
مصر عمرها ما كانت هيبة في عهد مبارك ده كلام رخيص مصر كانت هيبة في ال18 يوم هيبة بجد والعالم كله وقف يتعلم وده كان الشعب,neu
' قل أعوذ برب الفلق من شر ماخلق ومن شر غاسق إذا وقب ومن شر النفاثات في العقد ومن شر حاسد إذا حسد ',neu
' @Nouran_Ali @Yomna_Yasser10 اهم حاجة البورتلاندى أصل لمؤغذة العمود من دول لازم يبقى متيين :D ',pos
' وﻻ تنسوا الفضل بينكم #قرءان ',pos
هل ستستمر مكافحة #الارهاب بالشعارات والأغاني الوطنية ؟! #كفى_عبثا واستهانة بأرواح الأبرياء,neg
اليوم عيد ميلاد الدكتور البرادعي الثورة المصرية تمر بلحظة حرجة الثورة تنتظر منه ومنا الكثير كل سنة وانت طيب يا دكتور محمد الثورة مستمرة,neu
شكر خالص للانقلاب جعلتنا نعرف من هم الاخوان,neu
دراما رمضان المصرية.. الكباريه الكبير ,neg
' @jermin_ معلش بقي مجتمع معاااااااااق ',neg
' تويته ف حب الناس الى كانو معايا فى 2014 وداخلين 2015 وهما معايا برده  ♥^^ ',pos
' @MamdouhNasr07 @NaderALTaher @7FLGy @ahmedebrahim مش هنحفل على حد يعنى الايد البطالة نجسة اجدعان ',neg
لاجديد ! فجمهور #شبكة_المجد يملكون من الوفاء والولاء ما تعجز عنه حروف الشكر والثناء مبادرة #بادرة_مجداوية لا نملك نحوها …,pos
بس اعلان فودافون الجديد بتاع عمرو دياب دا حوار😍.,pos
مطلعتش أنا زي ماكنتي بتقولي اول و اخر حبيب لحقتي عرفتي و دوبتي و عشيقتي لحقتي نسيتي و هجرتي و بعتي #عزيز_الشافعي,pos
الاشارات البذيئة من يد واصابع علاء الاسوانى لمعارضيه فى فرنسا تكشف المعدن الحقيقي لليبرالية عند الانقلابيين,neg
"' """"""اَلْفَرَسُ مُعَدٌّ لِيَوْمِ الْحَرْبِ، أَمَّا النُّصْرَةُ فَمِنَ الرَّبِّ."""""""" '",neu
#توفيق_عكاشة بيحكي عن هيفا وهبي هههه!دي كلها عمليات تجميل امبارح شفت صورها ع النت قبل التجميل دي تقرف عشان تعرفو احن…,neu
تأكدوا أن التزام الرئيس بالقانون والحفاظ على استقلال القضاء وتدعيمه هو فى مصلحة الشعب قبل أى طرف آخر,pos
لو عايزين إنتاجية الشعب المصري تزيد بشكل ملحوظ خلي الإخوان يدعوا للعصيان المدني أتوقع أغلب الناس هتشتغل شيفتين,neu
' @Malekbatainehm  حبيت هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه ',pos
انتهوا من سجن كل قيادات المعارضة وتحولوا الى أبنائهم وبناتهم وزوجاتهم مصر لم ولن تشهد قمعا وشيطانية كما نرى من عصابة الانقلاب,neg
منتخب مصر لازم يغير الفانلة بتاعتو عشان مش لايقة على شيكابالا,neg
خطاب الرئيس يعني أنه صار مجال يسمح لدبلوماسيتنا ودبلوماسيينا بلعب سياسة واستخدام أوراق الضغط المختلفة,neu
' من احبك بصدق .. ابعد عنك كل ما يجرحك ❤️ ',pos
حقك تتعملى كإنسانة #مش_ساكتة,neu
' انا مش هعيش طول عمري ملاك✋ ',neg
' @Anon_Force تمام  انا محتاجة النسخة الكاملة من اكتاب ضروري ',neu
بعد الانفاق في معسكر اعداد وملابس وكتيب المشاركة في العاب الفرانكفون وقبل 24 ساعة من السفر الغى طاهر ابو زيد,neg
لَا حًــــوٌلَ وٌلَا قُــــوٌة إلَا بِّالَله سُبْحًانَ الله الْعَظيِم وَبِحَمْدِهْ #اذكار #غرد_بذكر_الله,neg
"' """"""شغل مفيش شغل ،، سفر مفيش سفر ،، حتي النوم مفيش نوم -.-"""""""" '",neg
| فيلم #ثوار #ورق# : #مصر # #مرسي_رئيسي #انتخبوا_العرص,neu
احساس رخم اوى لما تكون عايز تفرح حد معين و مش عارف ازاى! #اه_والله,neg
"' ""واية يعني تروح متجيش؟ وايه يعني هواها مفيش .\"""" '",neg
انه دائماً من الرائع أن تكسب الجوائز لأن هذا يعني انك قدمت موسماً جيداً #تشلسي #تشيلسي,pos
2 شكرا أخى و كل الشكر للمملكة على الساندة إدام الله المحبة رمضان كريم,pos
' @kayal40 @yaraahm59289392 @melbardisi1 @Anwaroosh01 @wardh_88 القلب يتخذ القرار اللي بيناسبو ',neu
' عااااااااااااااااااا فيلمى من  اجل امراة ',neu
#خلق_جميل الحياء/ الرجولة,pos
افتخر بلغتي 😍😍 #اليوم_العالمي_للغة_العربية,pos
#كابوريا #اللبان #يوسف رجالة بمعني الكلمة بجد شباب جدعة جداا درونا #نكمل #لن_تركع_امه_قائدها_محمد,pos
اعمل ايه ف ال أنا حبيته واللى القلب اختاره #عمرو_دياب,neg
' @NShbrz حبيبتى انتى ربنا يقومك بالسلامه ويشفيكى يارب اول ما تطلعى  طمنينى عليكى ',pos
نهب البنوك يسير بشكل يومى واموال الناس تتبخر علنا ولا يوجد مسئول فى القطاع المصرفى يعترض او يستقبل ==,neg
"""1: #عبدالله_شعبك_يحبك #الملك اسأل من هو في ملكه مقيم ، وفي جلاله عظيم وعلى عباده رحيم ، وبكل شئ عليم ان يشفيك """,pos
تحية لجميع النساء في #يوم_المرأة_العالمي نحتفي بالمرأة كل يوم أماً وبنتاً وأختاً ورفيقة درب وحياة وصانعة أمم,pos
' ان جيت اكلمك .. ارجع و انا كلي خووف و ان قولت اكتب رسااله .. تهرب مني الحرووف !! ♥ ',pos
شكراً جزيلاً على تعليقاتكم الجميلة ويا رب يعجبكم الفيلم إنتم كمان,pos
#محمود_سعد ( بحب الراقصات وهم فوق رأسي )حوده اصلا صبى عالمه ومابيزعلش و لا بينكر كده خالص حوده متصالح مع نفسه تماما,neu
2 وقوى وطنية توقع على وثيقة الأزهر المتوازنة لنبذ العنف فيزايد عليها بعض جمهورها وفورا يبدأ بعض قياداتها بمكيافيلية في التنصل من الوثيقة,neu
الانتخابات البرلمانية القادمة محطة كبرى، فإما تقارب بيننا وبين الدولة المدنية بمعانيها غير العسكرية وغير الدينية أو تباعد بيننا وبينها,pos
' على اخويا #مشكلة  يابنى ارحمنى ',neg
"أبو تريكة عن صلاح وجدو: ""أحسن اتنين احتياطى فى العالم""",pos
' شوفو ماذا قالت ميركل لمن يطالبون بمساواتهم بالمعلمين...! http://t.co/Gtiupenr0t ',neu
3 لا أدعم لا علنا ولا سرا أيا من المرشحين وكبرلماني سيراقب الرئيس القادم أفضل الاحتفاظ باختياري لنفسي، السر الانتخابي,neu
' الفقر فقر القيمة وانتوا أغنى ناس بالفقر . ',neg
' وما ربك بغافل عما تعملون ',neu
' #لو_سانتا_كلوز_مصري هيتثبت بليل... ',neg
مرسي: أحيي السويس الباسلة وبور سعيد الصامدة وهاقول لهم هانيمكو من المغرب,neg
_26 لا نريد ان يجعلونا نفعل مثلهم فهم لا دين لهم هم تجار دين #تحيا_مصر #سأنتخ…,neu
' @m29_hfc @1lhfc @lmoo098 امين يارب ',pos
' فقت من نوم اغني شو اخبارك لنوال الزغبي مع ان مش وقتها بس حبيتها. ',pos
فيديو : د عبد المنعم أبو الفتوح فى حلقة القاهرة اليوم الثلاثاء 16 أغسطس 2011,neu
' الناس اللى بتحسد وتحقد على غيرها دى مبينقرضوش ابدا ! ',neg
خالد و البسطويسي و وابو العز مرشحو الثورة شخصيات وطنية عظيمة اتمنى ان يتوحدوا خلف حمدين لانه في رأيي الأقدر والأقرب للفوز,neu
اتصلو بساويرس عشان القناة بتاعته تتولى مهمة خلع شفيق اعلاميا,neg
أينما وجد العدل فثم شرع الله,pos
عندما اندلع التصفيق الحاد لتكريم مرسي لفتاة مسيحية في مسابقة المولد النبوي شعرت أن كثيرا من الحاضرين يصفقون لأنهم ينتظرون منها إعلان إسلامها,neu
' الليله ليله عمرناا ♥♥   #3alahwa ',pos
جملة اعتراضية ـــــــــــــــــــــــــــــــ هل هذه الانتخابات عادلة ؟!,neg
وحدوا الله يا جماعة وبلاش إشاعات عن مفاجآت عشان مش عايزين إحباطات كل الحكاية ملف معقد هنحاول نفهمه مع بعض :),pos
' @Amina_Fouad3 امينة كنت عاوزة نمرتك دى ام ',neu
' أنا أيدي الصغيرات .. تفتش في الممرات  لتعثر عن طفولتها التي يغتالها الجند! ',neg
' مستنى حاجه تفرحنى ! ',neu
أشارك في مسيرات اليوم رفضا للدستور المشوه، ولأخونة الدولة، وللانقضاض على سيادة القانون، ولتجاهل الرئيس وحكومته لمطالب العدالة الاجتماعية,neg
حالا لأول مره في حياتي متشرف أني أكون في مدينه #المحله الكبري لأحياء احد الأفراح بعد قليل #,pos
انا بحترم وبحب فريق #كاريوكى فهما على الاقل اتكلموا بطريقتهم الى هى الفن فى وقت سكت فيه مشايخ ودقون ناس بترقص وناس بتموت,pos
هو ليس مكانه طاولة الحوار المحترم إن عمر سليمان لا يؤمن بالحوار إنما يؤمن فقط بالقتل !,neg
د أبو الفتوح في العاشرة مساء : أنزعج الآن من الأداء الأمني و هناك تباطوء متعمد من الجهات الأمنية في عودة الأمن لمصر,neg
الذين يتسابقون لتلبيس مرشد الاخوان الحذاء عليهم ان يدركوا انهم يهدرون كرامتهم قبل ان يتحدثوا عن الثورة ما يفعله الشاطر بكم لن يفعله بنا,neg
عمرره96 وجاي متعني ليحضر ويفرحكم ويقول الشقيق من محبته لكم وتجون تتقطقون ياشيخ استح على عمرك انت وياه ' جعل عمرهه طويلل #…,neu
الصلح خير قوم نتصالح #المشير,pos
أطالب وزارة الخارجية المصرية بالتدخل فورا لحماية المواطن المصري أحمد الجيزاوي انتهي زمن إهانة أي مصري بالخارج كرامة المصري فوق كل اعتبار,neu
' انا مش هاوي عذاب ',neu
#اللى_رافضين_السيسى_رئيس_بيعملوا_فولوا_لبعض #جميــلة_و_صاحب_تويتر_وابورمان_وعيڈو_وبڈوی_وايمي_ولعوها #الكل_للكل #يلاااااا_تفااااعل_يجدعان,neu
#الشعب_يرد_تحية_الرئيس #بكار_الديوث #انتخبوا_العرص #مصر_الليلة #نكاح_الكاراتيه #إنصاف_الاخوان #_ …,neu
عندما تغيب الدولة أو تعمل فيها عبده العبيط، تصبح القاعدة التي لا بد من إتباعها: من جاء ليعمل معك المعروف فافعل معه المنكر,neg
' @ZD_RSEDK حرام عليكم ',neg
يامن تتحدث باسم الاسلام ثم تلقى على من يخالفك في الراى بصندوق قمامة من البذاءات كثيرون ممن تشتمهم اكثر اسلاما منك لانهم مهذبون,neu
بعد وصلة من الأعلام الرسمي التحريضي خرجت علينا جماعة الاخوان بمؤتمر صحفي أكثر انحطاطاًهما بيتنافسوا مع بعض؟,neg
يا أيها المغيبون,neg
"بعض خريجي #الأزهر ""يخرفون"" في خطبة الجمعة #أخبار #مصر",neg
#باسم_طلع_حرامى يا حرامي,neg
' كان نفسي تبقي بداية حلوة بس ايه بقي ',neg
' #المصري_اليوم   «ناعوت»: «أذيال الإخوان» وراء اتهامي بازدراء الإسلام ولا أتبرأ مما كتبت http://t.co/J6lTp2rtFr http://t.co/4EjHVFjOPO ',neu
' انسحب وسيب الكل احسن حل ',neg
اللهم امطر على قبر #محمد حسين جمعه وعلى قبور جميع موتانا وموتى المسلمين من سحائب رحمتك يارب اللهم اغسلهم بالماء والثلج والبرد,pos
الافلام الجديدة لمذبحة رابعة اقدمها للسفير ابراهيم يسرى ليعيد التفكير فى مبادرته ولكل من يفكر فى عمل مبادرة جديدة,neg
' #يناير_من_جديد عسكر كاذبون  قضاه فاسدون دوله الظلم ارحلى ',neg
' صباح الخير والسعادة ......عام سعيد علينا جميعا http://t.co/ihDU0E5WWf ',pos
ابراهيم صلاح ضحى ب 3 مليون من الهلال السعودى او اتحاد جدة ، وإختار الزمالك #زملكاوى,pos
"' """"""لا تُظهِر للمتحدث معرفتك بكل معلومة هو يتحدث عنها، فالإنصات نصف الأدب."""""""" '",neu
' إذ خانت المرأة فهي تبحث عن الإهتمام .. و إذ خان الرجل فهو يبحث عن عاهرة ',neg
' @lollita_lyla يارب ويسعدك ^^ ',pos
ما هو حجم المأساة التى ستحرك الشعور بالمسؤولية والإحساس الانسانى لدى من هم في السلطة ليظهر أحدهم ويخاطب الشعب بشجاعة ومصداقية ؟,neu
' بتزكر كان عندي امتحان علوم تجريبي وكنت صف خامس ورايحة ومش دارسة ف بدا القصف 11 ونص وسحبت حالي وشردت جراي ع الدار  ينعنها من ايام ',neg
ليه مستكترين إن الست تنفيطيب شكرا ليها إنها نفت كلام طائفي زي دهولازم يتم عمل تحقيقات قضائية لإثبات وجود قرصنة ولو طلع كدب ساعتها تتحاسب,neu
' @rema52148616   تم لك  وصباحك عسل ',pos
' الست  أم محمد الجندى ......... والاستاذ ابوجيكا ..... مش سامع لهم صوت يعنى ..... نارهم بردت خلاص ولا اية ؟؟! ',neg
' انا بحب الناس اللي بتدعيلي اوي ♥ ',pos
' مينا عطا . .❤ كل ال بيكتب اكتر من تاق يركز ع تاق اللقاء بسسسسسس   #MinaAtta_on_cbc .. ',neu
#حركة_كايدينهم #مصر #قول_كلمه_للسيسي_وخد_فولو_هديه ياسيسى يا زعيييييييم #سأنتخب_السيسي #احنا_شباب_هنصوت_للسيسى #سوريا …,pos
' @Jemawya_a7wgya ههههههعع لا ماهو انا خلصت ',pos
#خلق_جميل نقول الحمد لله على كل حاجة لأن ربنا مش بيعمل حاجة وحشة أبدا,pos
48 نظرة برجماتية يمكن الليما عندوش قلب يفهم من بطنه,neg
' صوتها بيوهب قلبي حياة ♪♬ ',pos
مرسي بيعمل جلسات الحوار الوطني عشان يفرح لما يلاقي حد يقول له السيد الرئيس فينسى اللي حصل وبيحصل له في المحافظات وقدام الإتحادية,neg
الثورة تريد تحرير العقول التلفزيون المصري يريد تغييب العقول الثورة ستنتصر,neu
لو لسه مصدق وهم نعم من أجل الإستقرار يعني جرب تسمع كده جايز تغير رأيكألا هل بلغت ونهاركم سعيد,neu
يعني مثلاً مبسوط إنهم بيتقتلوا وبهرج على الموضوع ده؟ جايز تكوني فهمتي كده لو متربصة بس إنما بدون تربص المعنى واضح جداً,neu
' كان نفسي اتولد مخلص ه تعليم.. ',neg
عامل كهربائي يستغل وقت فراغه في عشر ذي الحجة في قراءة القرآن كتب الله أجره وغفر ذنبه #عشر_ذي_الحجة,pos
#رصد | تظاهرات ووقفات احتجاجية منذ صباح اليوم بجامعة #الفيوم نظم طلاب جامعة الفيوم اليوم عدد من الوقفات …,pos
لبيك اللهم لبيك لبيك لا شريك لك لبيك إن الحمد و النعمة لك و الملك لا شريك لك,pos
سي بي سي:جنايات #شبرا_الخيمة تقضي بمعاقبة سارقي سيارة القيادي الإخواني #محمد_البلتاجي بالسجن 10سنوات مع الشغل شايفه التعريص وساخه,neg
' موضوع ان الاهل يكونوا مديين ثقة ده اصعب من انهم يكونوا مراقبين و خانقين..هما لما ادوا الثقة عرفوك ان ربنا بيراقبك و سابوك لضميرك✋ ',pos
لأن أقول سبحان الله والحمد لله ولا إله إلا الله والله أكبر أحبّ إليّ مما طلعت عليه الشمس #اذكر_الله #غرد_بذكر_…,pos
الجحش بس هو الي يبقي فاكر ان تأييد #شفيق ثم #عمر_سليمان و رجوعاً لشفيق تاني ثم #السيسي من ابناء #مبارك و فلول البلد صدفة,neg
#عمرو_موسى كاتب في ال مواطن مصري ، #أبو_الفتوح كاتب المرشح السابق لرئاسة الجمهورية ، ماهو معندوش حاجة يكتبها وبالتأكيد ولائه مش لمصر,neg
' عندما تتحدثون عن الطرب يجب عليكم ذكر رنا سماحة #رنا_سماحة_مع_عمرو_الليثي ',pos
اعظم نادى فى الكون #الاهلى,neg
' #حاجة_بستفز_منها اني اذاكر مادة كويس اووووي و اجي تاني يوم اذاكرها الاقي نفسي #بلح :( ',neg
تحية لأبطال اكتوبر وللشعب الذى ساند قواته المسلحة حتى حقق ملحمة العبور العظيم ، هذا الشعب القادر على تحقيق المعجزات سوف يحقق أهداف ثورته,pos
طال #غيابك عني #ليه ؟؟ معقول #نسيتني و لا #ايه !!,neu
الضبطية القضائية فى الجامعة مشينة لسمعة جامعات مصر ومهينة لطلابها ونقيصة فى وجه المجتمع الجامعة علم وحرية وحركة أجيال,neu
أزمة الفكر فى مصر أن الأعلى صوتاً لا يقول شيئاً والأكثر حكمة لا يسمعه أحد,neg
النظر إلى وجه الأم عبادة…,pos
امل محمود فى ذمة اللهرحلة عطاء ومقاومة باسلة ستبقى فخرا لجيلنااالهم اجزها خيرا عنا وبواسع رحمتك ادخلها واسع جنتك,pos
ال ع الشمال ده زييت #باسم_عودة الإرهابي أما اللي على اليمين ده زيت الإستقرار هل عرفتم الفرق ؟,neu
' رسمت أحلام .. و عشت أيام  و غنيت الهوى أنغام ',pos
' #كلمه_تقولها_لشخص_مزعله اخبط دماغك فالحيط ',neg
راسك برضو يا حوده #انتخبوا_العرص #فيفي_عبده,neu
' استغفر الله و اتوب إليه ',neu
من لا يستطيع أن يفهم أن 'اللهم بلغنا يونيو' كانت توقاً لإجازة بعد عمل شاق مع كل الأطراف بكل احترام ثم يسب و يخوّن سامحه الله,neu
"' """"""سألتك عن ماضيكي في أول الطريق ، قولتيلي ماضي عادي قولتيلي كان برئ http://t.co/ftRDkqR2im"""""""" '",neu
ياجماعه أنا اقترحت يكون اسم البرنامج (اجمل رنوش بعمرنا ) اللي موافقني يعمل ريتويت #مولد_الاعلامية_الساحرة_رناسماحة #…,pos
شاهد - القضية واحد واحد واحد صفر في آخر كلام #,neg
' كُـنت نفسـك .. تبـني دُنـيااا .. طعـم تااني و حـاجة تـانية ',pos
# نختلف مع الحكومات العربية ،لكن الحديث عن اسرائيل وكأنها جنة وسط الصحراء ، كلام تافه اسرائيل عنصرية واستعمارية وا,neg
"علاقة الانقلاب بالامارات والسعودية والمساعدات مثل البلطجى وسكان الحارة والفتوة والاتاوة, اذا الحارة مادفعتش",neg
' الحب لا يعرف سن ولا ملة ولا زمن ولا ظروف الحب مساحة شاسعه خارج حدود المنطق ! ',pos
' بعض آلأشخآص مثل آلكُتب قد يكونَ آلعنوآن جذآب ولكن آلمحتوى لايستحقُ آلقرآءه ',neg
' مش هنسى ان اول بنت عملتلها ادد ع الفيسبوك عملتلى بلوك قبل ما تعملى اكسيبت :( ',neg
إخفاء الحقيقة بحجة ان الرئيس يعلم ما لانعلمه وهو بيده الامر ويعرف مصلحتنا فكرة خانعة تكرس لتهميش المواطن واحتقاره الرئيس موظف عند الشعب,neg
' اشكى اهاتى ااااااه واه اهاتى ااااااه وقول يادنيا خدى وهاتى خدى وهاتى دة انا المغنى المغنواتى .. ',neg
_ مايصحش أقول,neg
تبااااااااااااااااااااا لك ياااااااااااااااااااا #مارك وأخير استطعت تغيير إسمي دعواتكم أصدقائي كي أتمكن من استرجاع إسمي الأول,neg
ما كل هذه الأعداد! انا مبهور عجلة ورا يا مرسي وإلا هندخل في مرحلة وا كرساه,neu
ههههههه الله يرحمك ي|#عمنا ♡~`° |#جﻻل_عامر,pos
ومن أراد حكم الأهطل ربنا يتولاه,neg
#مصطفى_حسني إعجاز يبهر العقول لا يصدق عن البعوض؟؟ اقرأ ثم قل سبحان الله العظيم!! • • • • • (إِنَّ,pos
رمز الجد والسخرية,neu
' @mahmoud20ma  انا سايبه الموب وفاتحه من لاب دلوقتى ع فكره :D ',neu
' اوحش حاجة في الدنيا تبقي عايش و انت مش عارف انت عايش علشان اية و ملكش هدف ! ',neg
"' """"""اتندم على الساعه يلي فتت فيها الجامعه الهاشميه،"""""""" '",neg
ادعوكم لقراءة مقالة رائعة كتبها آصاحبي محمد يسري سلامة من ٩شهورعن مغبة شيطنة الميدان من اباخوان والتي ستنقلب عليهم,pos
المصرى احسن واحد تزنقه فى الوقت يشتغل! #اه_والله,pos
الاخوان حولوني للجنايات عشان كتبت تويتة بعد المقطم باقول فيها لما انتوا مش قد العنف بترغوا كتير ليه واتهموني بضرب 125 بناء …,neg
شفت السماء فوقك ؟ تخيل مداها ، بنجومها ، بأجرامها باللي فيها ! واللي خلقها من عدم واحتواها إني احبك حُب غطّى عليها #تخيل,pos
إقالة يحى حسين بكل رقيه الاخلاقى وإخلاصه الوطني وكفاءته المهنية جريمة جديدة لسلطة غشوم جهولسينتصر يحيى مجددا ويندحر الصغار المنتفخون,neu
' حبيت جميل ياريتني ضله عاشق الجمال والحسن ده كله ومن الشباك لارميلك حالي من كتر خوفي عليك ما بنام http://t.co/SfiQhQXbTJ ',pos
الضيوف على القنوات التونسية الرسمية انفك لسانهم فجأة نفسي أصدق أنها مش عملية تنفيس محترفة # #,neu
"نهنئ الدكتور عبد المنعم أبو الفتوح بتأسيس حزب ""مصر القوية""، وندعو له بالتوفيق وبأن يكون هذا الحزب خطوة نحو بناء",pos
#السيسي_رئيسي_2014 بعد التصريحات الاخيرة لحامدين صباحيي تاكدت انه ليس كائن بشري عادى هو كائن فضائى وسيعودلهيئتة الفضائية يوما ما,neu
جريدة الأهرام: محاكمة 6 من رجال الشرطة في حلوان لتعذيب مواطن حتى الموت أسلوب متكرر رسالة لوزير الداخلية: أنت المسئول,neg
#النصر_الفيصلي عظيم بجمهورك الله يسعد الحاضرين كلهم والغايبين,pos
' إشراقه روح .. @ Al Raml Station   محطة الرمل http://t.co/mpDws0H8RV ',neu
' @Bosy_M @Kemo7Kono ما تجيبي الايفون حبا ',neu
# احلي حاجة في الحلقة #رجعوا_الجماهير,pos
مترجعوا #مبارك و اقتلوا الشباب اللى باقى هو ده اللى ناقص يا #جيش_كامب_ديفيد #سيسى_كوهن,neg
