tweet,class
فواز لو سمحتم بلغ سلامي ل محمد الصبحان اقرأ رسالتي أبي تويتر تبعهقلب,neu
من غير ما تتكلمي مدى العيون سلمي,pos
أنا بحبش الناس الأوفر أنا بحبش الناس عموما اعترافات ليلية,neg
أريد أروح عبد الحميد بدوي جنب كنتاكي وماكدونالدز,neu
خايك معا حمد ويقولوله دودو,neu
أحم ربنا يخليكي يا رندة والله,pos
ولكن الآن في المسيح يسوع أنتم الذين كنتم قبلا بعيدين صرتم قريبين بدم المسيح,neu
من الناس هذه,neu
فقط أنت أيضا ابن كلب,neg
الراتب ما يكفي الحاجة الاتحاد الهلال النصر الأهلي مرسي,neg
نريد مينا على تويتر كا,neu
مصر عمرها ما كانت هيبة في عهد مبارك هذا كلام رخيص مصر كانت هيبة في ال يوم هيبة بجد والعالم كله وقف يتعلم وهذا كان الشعب,neu
قل أعوذ برب الفلق من شر ما خلق ومن شر غاسق إذا وقب ومن شر النفاثات في العقد ومن شر حاسد إذا حسد,neu
أهم حاجة البورتلاندى أصل لمؤغذة العمود من دول لازم يبقى متين,pos
و ﻻ تنسوا الفضل بينكم قربان,pos
هل ستستمر مكافحة الإرهاب بالشعارات والأغاني الوطنية كفى عبثا واستهانة بأرواح الأبرياء,neg
اليوم عيد ميلاد الدكتور البرادعي الثورة المصرية تمر بلحظة حرجة الثورة تنتظر منه ومنا الكثير كل سنة وأنت طيب يا دكتور محمد الثورة مستمرة,neu
شكر خالص للانقلاب جعلتنا نعرف من هم الإخوان,neu
دراما رمضان المصرية الكباريه الكبير,neg
معذرة بقي مجتمع معاق,neg
تويته ف حب الناس إلى كانوا معي في وداخلين وهما معي أيضا قلبسعيد,pos
غير هنحفل على حد يعني الإيد البطالة نجسة جدعان,neg
لا جديد فجمهور شبكة المجد يملكون من الوفاء والولاء ما تعجز عنه حروف الشكر والثناء مبادرة بادرة مجداوية لا نملك نحوها,pos
فقط إعلان فودافون الجديد ملك عمرو دياب هذا حوار,pos
طلعتش أنا مثل ماكنتي بتقولي أول وآخر حبيب لحقتي عرفتي ودوبتي وعشيقتي لحقتي نسيتي وهجرتي وبعتي عزيز الشافعي,pos
الإشارات البذيئة من يد وأصابع علاء الأسواني لمعارضيه في فرنسا تكشف المعدن الحقيقي لليبرالية عند الانقلابيين,neg
الفرس معد ليوم الحرب أما النصرة فمن الرب,neu
توفيق عكاشة بيحكي عن هيفا وهبي هدى كلها عمليات تجميل البارحة شفت صورها على النت قبل التجميل هذه تقرف من أجل تعرفوا أحن,neu
تأكدوا أن التزام الرئيس بالقانون والحفاظ على استقلال القضاء وتدعيمه هو في مصلحة الشعب قبل أي طرف آخر,pos
لو نريد إنتاجية الشعب المصري تزيد بشكل ملحوظ دعي الإخوان يدعوا للعصيان المدني أتوقع أغلب الناس هتشتغل شيفتين,neu
حبيت هه,pos
انتهوا من سجن كل قيادات المعارضة وتحولوا إلى أبنائهم وبناتهم وزوجاتهم مصر لم ولن تشهد قمعا وشيطانية كما نرى من عصابة الانقلاب,neg
منتخب مصر لازم يغير الفانلة بتاعتو من أجل غير لا يقة على شيكابالا,neg
خطاب الرئيس يعني أنه صار مجال يسمح لدبلوماسيتنا ودبلوماسيينا بلعب سياسة واستخدام أوراق الضغط المختلفة,neu
من أحبك بصدق أبعد عنك كل ما يجرحك قلب,pos
حقك تتعالى كإنسانة غير ساكتة,neu
أنا غير هعيش طول عمري ملاك,neg
تمام أنا محتاجة النسخة الكاملة من الكتاب ضروري,neu
بعد الإنفاق في معسكر إعداد وملابس وكتيب المشاركة في ألعاب الفرانكفون وقبل ساعة من السفر ألغى طاهر أبو زيد,neg
لا حول ولا قوة إلا بالله سبحان الله العظيم وبحمده أذكار غرد بذكر الله,neg
null null شغل null null,neg
قلب فيلم ثوار ورق مصر مرسي رئيسي انتخبوا العرص,neu
إحساس رخم جدا لما تكون تريد تفرح حد معين ومش عارف كيف آه والله,neg
وإيه يعني تروح متجيش وإيه يعني,neg
أنه دائما من الرائع أن تكسب الجوائز لأن هذا يعني أنك قدمت موسما جيدا تشلسي تشيلسي,pos
شكرا أخي وكل الشكر للمملكة على الساندة أدام الله المحبة رمضان كريم,pos
القلب يتخذ القرار الذي بيناسبو,neu
عا فيلمي من أجل امرأة,neu
خلق جميل الحياء الرجولة,pos
أفتخر بلغتي اليوم العالمي للغة العربية,pos
كابوريا اللبان يوسف رجاله بمعنى الكلمة بجد شباب جدعة جدا درونا نكمل لن تركع أمة قائدها محمد,pos
أعمل ماذا ف ال أنا حبيته والتي القلب اختاره عمرو دياب,neg
حبيبتي أنت ربنا يقومك بالسلامة ويشفيكى يارب أول ما تطلعي طمنينى عليك,pos
نهب البنوك يسير بشكل يومي وأموال الناس تتبخر علنا ولا يوجد مسؤول في القطاع المصرفي يعترض أو يستقبل,neg
عبد الله شعبك يحبك الملك أسأل من هو في ملكه مقيم وفي جلالة عظيم وعلى عبادة رحيم وبكل شيء عليم أن يشفيك,pos
تحية لجميع النساء في يوم المرأة العالمي نحتفي بالمرأة كل يوم أما وبنتا وأختا ورفيقه درب وحياة وصانعة أمم,pos
إن جيت أكلمك أرجع وأنا كلي خوف وأن قولت أكتب رسالة تهرب مني الحروف قلب,pos
شكرا جزيلا على تعليقاتكم الجميلة ويا رب يعجبكم الفيلم أنتم أيضا,pos
محمود سعد بحب الراقصات وهم فوق رأسي حوده أصلا صبي عالمة ومابيزعلش ولا بينكر هكذا خالص حوده متصالح مع نفسه تماما,neu
وقوى وطنية توقع على وثيقة الأزهر المتوازنة لنبذ العنف فيزايد عليها بعض جمهورها وفورا يبدأ بعض قياداتها بمكيافيلية في التنصل من الوثيقة,neu
الانتخابات البرلمانية القادمة محطة كبرى فإما تقارب بيننا وبين الدولة المدنية بمعانيها غير العسكرية وغير الدينية أو تباعد بيننا وبينها,pos
على أخويا مشكلة يا بني ارحمني,neg
أبو تريكة عن صلاح وجدوا أحسن اتنين احتياطي في العالم,pos
شوفو ماذا قالت ميركل لمن يطالبون بمساواتهم بالمعلمين,neu
لا أدعم لا علنا ولا سرا أيا من المرشحين وكبرلماني سيراقب الرئيس القادم أفضل الاحتفاظ باختياري لنفسي السر الانتخابي,neu
الفقر فقر القيمة وأنتوا أغنى ناس بالفقر,neg
وما ربك بغافل عما تعملون,neu
لو سانتا كلوز مصري يتثبت بليل,neg
مرسي أحيي السويس الباسلة وبور سعيد الصامدة وهأقول لهم هانيسكو من المغرب,neg
لا نريد أن يجعلونا نفعل مثلهم فهم لا دين لهم هم تجار دين تحيا مصر سأنتخ,neu
أمين يارب,pos
فقت من نوم أغنى ما أخبارك لنوال الزغبي مع أن غير وقتها فقط حبيتها,pos
فيديو د عبد المنعم أبو الفتوح في حلقة القاهرة اليوم الثلاثاء أغسطس,neu
الناس الذين بتحسد وتحقد على غيرها هذه مبينقرضوش أبدا,neg
خالد والبسطويسي وأبو العز مرشحو الثورة شخصيات وطنية عظيمة أتمنى أن يتوحدوا خلف حمدين لأنه في رأيي الأقدر والأقرب للفوز,neu
اتصلوا بساويرس من أجل القناة بتاعته تتولى مهمة خلع شفيق إعلاميا,neg
أينما وجد العدل فثم شرع الله,pos
عندما اندلع التصفيق الحاد لتكريم مرسي لفتاة مسيحية في مسابقة المولد النبوي شعرت أن كثيرا من الحاضرين يصفقون لأنهم ينتظرون منها إعلان إسلامها,neu
الليلة ليلة عمرنا قلب,pos
جملة اعتراضية هل هذه الانتخابات عادلة,neg
وحدوا الله يا جماعة وبلاش إشاعات عن مفاجآت من أجل غير نريد إحباطات كل الحكاية ملف معقد هنحاول نفهمه مع بعض,pos
أمينة كنت عاوزة نظرتك هذه أم,neu
أنا أيدي الصغيرات تفتش في الممرات لتعثر عن طفولتها التي يغتالها الجند,neg
مستني حاجة تفرحني,neu
أشارك في مسيرات اليوم رفضا للدستور المشوه ولأخونة الدولة وللانقضاض على سيادة القانون ولتجاهل الرئيس وحكومته لمطالب العدالة الاجتماعية,neg
حالا لأول مرة في حياتي مشرف أني أكون في مدينة المحلة الكبرى لإحياء أحد الأفراح بعد قليل,pos
أنا بحترم وبحب فريق كاريوكي فهما على الأقل اتكلموا بطريقتهم إلى هي الفن في وقت سكت فيه مشايخ ودقون ناس بترقص وناس بتموت,pos
هو ليس مكانه طاولة الحوار المحترم أن عمر سليمان لا يؤمن بالحوار إنما يؤمن فقط بالقتل,neg
د أبو الفتوح في العاشرة مساء انزعج الآن من الأداء الأمني وهناك تباطوء متعمد من الجهات الأمنية في عودة الأمن لمصر,neg
الذين يتسابقون لتلبيس مرشد الإخوان الحذاء عليهم أن يدركوا أنهم يهدرون كرامتهم قبل أن يتحدثوا عن الثورة ما يفعله الشاطر بكم لن يفعله بنا,neg
عمره وجاي تعني ليحضر ويفرحكم ويقول الشقيق من محبته لكم وتجون تتقطقون يا شيخ استح على عمرك أنت وياه جعل عمره طويل,neu
الصلح خير قوم نتصالح المشير,pos
أطالب وزارة الخارجية المصرية بالتدخل فورا لحماية المواطن المصري أحمد الجيزاني انتهى زمن إهانة أي مصري بالخارج كرامة المصري فوق كل اعتبار,neu
أنا غير هاوي عذاب,neu
التي رافضين السيسي رئيس بيعملوا فولوا لبعض جميلة وصاحب تويتر وابورمان وعي ڈ وب ڈ و ی وإيمي ولعلها الكل للكل هيا تفاعل يجدعان,neu
الشعب يرد تحية الرئيس بكار الديوث انتخبوا العرص مصر الليلة نكاح الكاراتيه إنصاف الإخوان,neu
عندما تغيب الدولة أو تعمل فيها عبده العبيط تصبح القاعدة التي لا بد من أتباعها من جاء ليعمل معك المعروف فافعل معه المنكر,neg
حرام عليكم,neg
يأمن تتحدث باسم الإسلام ثم تلقى على من يخالفك في الرأي بصندوق قمامة من البذاءات كثيرون ممن تشتمهم أكثر إسلاما منك لأنهم مهذبون,neu
بعد وصلة من الإعلام الرسمي التحريضي خرجت علينا جماعة الإخوان بمؤتمر صحفي أكثر انحطاطا هما بيتنافسوا مع بعض,neg
يا أيها المغيبون,neg
بعض خريجي الأزهر يخرفون في خطبة الجمعة أخبار مصر,neg
باسم طلع حرامي يا حرامي,neg
كان نفسي تبقى بداية حلوة فقط ماذا بقي,neg
المصري اليوم ناعوت أذيال الإخوان وراء اتهامي بازدراء الإسلام ولا أتبرأ مما كتبت,neu
انسحب وسيب الكل أحسن حل,neg
اللهم أمطر على قبر محمد حسين جمعة وعلى قبور جميع موتانا وموتى المسلمين من سحائب رحمتك يارب اللهم اغسلهم بالماء والثلج والبرد,pos
الأفلام الجديدة لمذبحة رابعة أقدمها للسفير إبراهيم يسري ليعيد التفكير في مبادرته ولكل من يفكر في عمل مبادرة جديدة,neg
يناير من جديد عسكر كاذبون قضاة فاسدون دولة الظلم ارحلي,neg
صباح الخير والسعادة عام سعيد علينا جميعا,pos
إبراهيم صلاح ضحى ب مليون من الهلال السعودي أو اتحاد جدة واختار الزمالك زملكاوي,pos
لا تظهر للمتحدث معرفتك بكل معلومة هو يتحدث عنها فالإنصات نصف الأدب,neu
إذ خانت المرأة فهي تبحث عن الاهتمام وإذ خان الرجل فهو يبحث عن عاهرة,neg
يارب ويسعدك سعيد,pos
ما هو حجم المأساة التي ستحرك الشعور بالمسؤولية والإحساس الإنساني لدى من هم في السلطة ليظهر أحدهم ويخاطب الشعب بشجاعة ومصداقية,neu
بتذكر كان عندي امتحان علوم تجريبي وكنت صف خامس ورايحة وغير دارسة ف بدأ القصف ونص وسحبت حالي وشردت جراي على الدار ينعنها من أيام,neg
لماذا مستكترين أن الست تنفيطيب شكرا لها إنها نفت كلام طائفي مثل دهولازم يتم عمل تحقيقات قضائية لإثبات وجود قرصنة ولو طلع كدب ساعتها تتحاسب,neu
تم لك وصباحك عسل,pos
الست أم محمد الجندي والأستاذ ابوجيكا غير سامع لهم صوت يعني نارهم بردت انتهى ولا إيه,neg
أنا بحب الناس الذين بتدعيلي جدا قلب,pos
مينا عطا قلب كل ال بيكتب أكثر من تاق يركز على تاق اللقاء بسس,neu
حركة كايدينهم مصر قول كلمة للسياسي وخد فولو هدية يا سيسى يا زعيم سأنتخب السيسي نحن شباب سنصوت للسيسى سوريا,pos
ههعع لا ما هو أنا خلصت,pos
خلق جميل نقول الحمد لله على كل حاجة لأن ربنا غير بيعمل حاجة وحشة أبدا,pos
نظرة برجماتية يمكن الليما عندوش قلب يفهم من بطنه,neg
صوتها بيوهب قلبي حياة,pos
مرسي بيعمل جلسات الحوار الوطني من أجل يفرح لما يلاقي حد يقول له السيد الرئيس فينسى الذي حصل وبيحصل له في المحافظات وقدام الاتحادية,neg
الثورة تريد تحرير العقول التلفزيون المصري يريد تغييب العقول الثورة ستنتصر,neu
لو حتى الآن مصدق وهم نعم من أجل الاستقرار يعني جرب تسمع هكذا جايز تغير رأيكألا هل بلغت ونهاركم سعيد,neu
يعني مثلا مبسوط إنهم بيتقتلوا وبهرج على الموضوع هذا جايز تكوني فهمتي هكذا لو متربصة فقط إنما بدون تربص المعنى واضح جدا,neu
كان نفسي اتولد مخلصه تعليم,neg
عامل كهربائي يستغل وقت فراغه في عشر ذي الحجة في قراءة القرآن كتب الله أجرة وغفر ذنبه عشر ذي الحجة,pos
رصد قلب تظاهرات ووقفات احتجاجية منذ صباح اليوم بجامعة الفيوم نظم طلاب جامعة الفيوم اليوم عدد من الوقفات,pos
لبيك اللهم لبيك لبيك لا شريك لك لبيك إن الحمد والنعمة لك والملك لا شريك لك,pos
سي بي سيجنايات شبرا الخيمة تقضي بمعاقبة سارقي سيارة القيادي الإخواني محمد البلتاجي بالسجن سنوات مع الشغل شايفه التعريف وساخة,neg
موضوع أن الأهل يكونوا مدين ثقة هذا أصعب من أنهم يكونوا مراقبين وخانقينهما لما أدوا الثقة عرفوك أن ربنا بيراقبك وسابوك لضميرك,pos
لأن أقول سبحان الله والحمد لله ولا إله إلا الله والله أكبر أحب إلى مما طلعت عليه الشمس أذكر الله غرد بذكر,pos
الجحش فقط هو إلى يبقى فاكر أن تأييد شفيق ثم عمر سليمان ورجوعا لشفيق آخر ثم السيسي من أبناء مبارك وفلول البلد صدفة,neg
عمرو موسى كاتب في ال مواطن مصري أبو الفتوح كاتب المرشح السابق لرئاسة الجمهورية ما هو معندوش حاجة يكتبها وبالتأكيد ولائه وليس لمصر,neg
عندما تتحدثون عن الطرب يجب عليكم ذكر رنا سماحة رنا سماحة مع عمرو الليثي,pos
أعظم نادي في الكون الأهلي,neg
حاجة تستفز منها أني أذاكر مادة جيد جدا وآجي آخر يوم تذاكرها ألاقي نفسي بلح,neg
تحية لأبطال أكتوبر وللشعب الذي ساند قواته المسلحة حتى حقق ملحمة العبور العظيم هذا الشعب القادر على تحقيق المعجزات سوف يحقق أهداف ثورته,pos
طال غيابك عني لماذا معقول نسيتني ولا ماذا,neu
الضبطية القضائية في الجامعة مشينة لسمعة جامعات مصر ومهينة لطلابها ونقيصة في وجه المجتمع الجامعة علم وحرية وحركة أجيال,neu
أزمة الفكر في مصر أن الأعلى صوتا لا يقول شيئا والأكثر حكمه لا يسمعه أحد,neg
النظر إلى وجه الأم عبادة,pos
أمل محمود في ذمة اللهرحلة عطاء ومقاومة باسلة ستبقى فخرا لجيلنا الهم أجزها خيرا عنا وبواسع رحمتك أدخلها واسع جنتك,pos
ال على الشمال هذا زيت باسم عودة الإرهابي أما الذي على اليمين هذا زيت الاستقرار هل عرفتم الفرق,neu
رسمت أحلام وعشت أيام وغنيت الهوى أنغام,pos
كلمة تقولها لشخص مزعله أخبط دماغك فالحيط,neg
رأسك أيضا يا حوده انتخبوا العرص فيفي عبده,neu
استغفر الله وأتوب إليه,neu
من لا يستطيع أن يفهم أن اللهم بلغنا يونيو كانت توقا لإجازة بعد عمل شاق مع كل الأطراف بكل احترام ثم يسب ويخون سامحه الله,neu
سألتك عن ماضيكي في أول الطريق قولتيلي ماضي عادي قولتيلي كان برئ,neu
ياجماعة أنا اقترحت يكون اسم البرنامج أجمل رنوش بعمرنا التي موافقني يعمل ريتويت مولد الإعلامية الساحرة رناسماحة,pos
شاهد القضية واحد واحد واحد صفر في آخر كلام,neg
كنت نفسك تبني دنيا طعم آخر وحاجة أخرى,pos
نختلف مع الحكومات العربية لكن الحديث عن إسرائيل وكأنها جنة وسط الصحراء كلام تافه إسرائيل عنصرية واستعمارية وا,neg
علاقة الانقلاب بالإمارات والسعودية والمساعدات مثل البلطجي وسكان الحارة والفتوة والاتاوة إذا الحارة مادفعتش,neg
الحب لا يعرف سن ولا ملة ولا زمن ولا ظروف الحب مساحة شاسعة خارج حدود المنطق,pos
بعض الأشخاص مثل الكتب قد يكون العنوان جذاب ولكن المحتوى لا يستحق القراءة,neg
غير هنسى أن أول بنت عملتها أدد على الفيسبوك عملتلى بلوك قبل ما تعملي اكسيبت,neg
إخفاء الحقيقة بحجة أن الرئيس يعلم ما لا نعلمه وهو بيده الأمر ويعرف مصلحتنا فكرة خانعة تكرس لتهميش المواطن واحتقاره الرئيس موظف عند الشعب,neg
أشكي آهاتي آه واه آهاتي آه وقول يا دنيا خدي وهاتي خدي وهاتي هذا أنا المغني المغنواتى,neg
ما يصحش أقول,neg
تبا لك يا مارك وأخير استطعت تغيير اسمي دعواتكم أصدقائي كي أتمكن من استرجاع اسمي الأول,neg
ما كل هذه الأعداد أنا مبهور عجلة وراء يا مرسي وإلا هندخل في مرحلة وا كرسيه,neu
هه الله يرحمك يقلبعمنا قلب قلبج ﻻ ل عامر,pos
ومن أراد حكم الأهل ربنا يتولاه,neg
مصطفى حسني إعجاز يبهر العقول لا يصدق عن البعوض اقرأ ثم قل سبحان الله العظيم أن,pos
رمز الجد والسخرية,neu
أنا سايبة الموب وفاتحة من لأب الآن على فكرة,neu
أوحش حاجة في الدنيا تبقى عايش وأنت غير عارف أنت عايش من أجل إيه وملكش هدف,neg
الندم على الساعة يلي فتت فيها الجامعة الهاشمية,neg
أدعوكم لقراءة مقالة رائعة كتبها صاحبي محمد يسري سلامة من ٩شهورعن مغبة شيطنة الميدان من الاخوان والتي ستنقلب عليهم,pos
المصري أحسن واحد تزنقه في الوقت يشتغل آه والله,pos
الإخوان حولوني للجنايات من أجل كتبت تويتة بعد المقطم بأقول فيها لما أنتم غير قد العنف بتروا كثير لماذا واتهموني بضرب بناء,neg
شفت السماء فوقك تخيل مداها بنجومها بأجرامها باللي فيها والتي خلقها من عدم واحتواها إني أحبك حب غطى عليها تخيل,pos
إقالة يحي حسين بكل رقية الأخلاقي وإخلاصه الوطني وكفاءته المهنية جريمة جديدة لسلطة غشوم جهولسينتصر يحيى مجددا ويندحر الصغار المنتفخون,neu
حبيت جميل يا ريتني ضله عاشق الجمال والحسن هذا كله ومن الشباك لارميلك حالي من كتر خوفي عليك ما بنام,pos
الضيوف على القنوات التونسية الرسمية انفك لسانهم فجأة نفسي أصدق أنها غير عملية تنفيس محترفة,neu
نهنئ الدكتور عبد المنعم أبو الفتوح بتأسيس حزب مصر القوية وندعو له بالتوفيق وبأن يكون هذا الحزب خطوة نحو بناء,pos
السيسي رئيسي بعد التصريحات الأخيرة لحامدين صباحي تأكدت أنه ليس كائن بشري عادي هو كائن فضائي وسيعودلهيئتة الفضائية يوما ما,neu
جريدة الأهرام محاكمة من رجال الشرطة في حلوان لتعذيب مواطن حتى الموت أسلوب متكرر رسالة لوزير الداخلية أنت المسؤول,neg
النصر الفيصلي عظيم بجمهورك الله يسعد الحاضرين كلهم والغائبين,pos
إشراقة روح محطة الرمل,neu
ما تجيبي الايفون حبا,neu
أحلى حاجة في الحلقة رجعوا الجماهير,pos
ترجعوا مبارك واقتلوا الشباب الذي باقي هو هذا التي ناقص يا جيش كامب ديفيد سيسي كوهن,neg
طلعني أنا أيضا من المنشنكل التي بتفكر فيه جنس ومخدرات الذعر الجنسي هذا هو الذي مآثر عليكم,neg
هو فقط سؤال رفيع للإخوان بالنسبة لرجال الأعمال التي كان رئيسكم بيكلمهم بكل حنية ودلال غير دول أيضا الفلول التي صدعتونا إنهم بيتآمروا عليه,neg
مصر مرسي رابعة مكملين انتخبوا العرص محاضرة في السعودية لتعليم العبودية باسم الدين وفي آخرها سحب على آباد,neu
كل ضحكة من فاتك تقلب الدنيا جنونانت للدنيا بذاتك فوق مالا يعقلون قلب,pos
العيال الاخوانجية السفلة عاملين مولد لسيادة المشير السيسي في حلوان بالطبلة والصاجات,neg
بالصور كارثة عقارية جديدة بالإسكندرية عقار جديد يميل بدرجة سم ويهدد العقارات المجاروة,neg
الجبناء يكذبون علنا أحدهم يقول أن العسكر لم يحكموا مصر آخر عاما ويطالب بخضوع مصر للجيش واستشارته في أي حاجة تخصه,neg
لا أبدا أنا مسرور من كلامك,pos
عيني الفوق كتفه هموم جبلين هندسة,neg
هل من الممنوع أن يوجه أحد انتقادا لقرارت المجلس العسكري ألا يكفي العسكري كل هذا النفاق الرخيص في الإعلام الحكومي الثورة تحتاج جولة أخرى,neg
غير عارف ابتدى مذاكرة من أين,neg
واحد ابن كلب وسخ عقيم بضان وقف القطر الله يحرقك اخرتني,neg
مادة لما تحتاجها غير هتلاقيها,neg
بقالي فترة كبيرة غير بتويت والله يا جدعان استحملوني بعض,neu
المرأة هي سر توازن الحياة وسر جمال الكون ومصدر المحبة والرحمة في هذا العالم كل عام وأنتن أقوى وأجمل وأفضل يوم المرأة,pos
شكلك وحش جدا فقط أنت null null,neg
ضيف الجزيرة القادم من الأهرام مثل كل مؤيدي الانقلاب قطعية واحدة هي هي نفس الغباوة والبجاحة والوقاحة,neg
اوعي تنسى عاشوا رجاله وماتوا أسود,pos
يارب يا أحمد يا ابن سمير يجيلك زهايمر أنت وصلاح سليمان وهاني سعيد من أجل تنسوا نادي الزمالك هذا يين ومنشوفش وش التي بوكو تاني زملكاوي,neg
الصدمات بتخليك تنشف هكذا,neu
بنات عمارة أنت الأمل في العيون بنات هندسة,pos
يجب على كل أبناء الزمالك مساندة ميدو ودعمه بشكل كبير ميدو استطاع تغير أشياء كثيرة داخل النادي موجودة منذ زمن بعيد قوي,pos
اسمي ميشيل وأنا سكرتير علاء وبأنقله تويتات المديح والتأييد والنقد العنيفاما الشتائم المبعوثة من الفلول أو المتطرفين برميها في الزبالة,neu
نحن لا أحد يعلة عليناابس هكذا وصلتشكراا,neg
أحضن التي بتحبه بكلامك سعيد قوله كلمة حلوة فجأة,pos
هوة وليس هكذا مؤمن انتهى مبقاش تباعنا والمفروض ميلعبش ماتش دمنهور,neu
هذا الإعلان لصالح مجموعة وسيعرض بالفواصل في رمضان إن شاء الله صورة من الإعلان رمضان,neu
رجل أكرمه الله بمصاهرة أكرم خلقه مرتين زهد في أمواله وتجارته طمعا في مرضاة الله كانت الملائكة تستحي منه عثمان بن عفان,pos
أبو الفتوح على التحرير الآن حوار قوي جدا,pos
الثائر الحر عصام سلطان معتقل في سجون الانقلاب عصام سلطان غير رقم أنا غير رقم,neu
يارب أنا تريد نعمة الصبربس بسرعة,neu
للمحجبات,neu
نقطة ضعف الشاب العيون الجميلة,pos
لا ولن أوظف أبدا عمل الخير للانتخابات أو السياسة دعوت للتبرع للخير قبل رمضان واستخدمت تويتر وفيسبوك كوسيلة للتواصل وليس لمغازلة مصر الجديدة,neu
التي متصور أن حل مشكلة الصحافة الحكومية بأنك تجيب حتى ملائكة رؤساء تحرير يبقى غلطانوالدليل كتاب صباح حمامو يوميات صحفية في الأهرام,neg
إسكندرية محطة الرمل زمان أو الآن دايما جميلة,pos
حينما ينتصر الشعب ويشرق شمس الحرية بعد هذه الغيوم الانقلابية يمكن أن يسترد ما سرق من ثورة يناير,neu
إعلام العار خيري وباسم ولميس ركزوا سخريتهم أن مرسي نحس أنها ردة الاتقلاب ما بيفوتش وكل يوم مصيبة أكبر من إلى قبله,neg
أمي قلب ليس لها يوما محدد أمي كل الأيام لها عيد الأم,pos
توصل بالسلامة يا قبطان مصر شرفتنا باخلاقك يا فارس مينا عطا مينا فخر العرب,pos
ولا بيفرق أي حد الكاميرات عليه بيتكلم ويقول ويعيد ويرجع يكذب والإعلام لمؤاخذة بيعرض عليه,neg
هزة وسط صافيناز ب آلاف جنيه يلعن أبو التعليم,neg
آنستي سمآئي مسائي وباقات الامتنان ل مرورك المشرف ولك مني باقة ورد هي سلامي,pos
null متابعة الشهر هذا ولا الشهر الذي جاي ويا ريت متتعولقش أكثر من,neg
شعب مصر الألفية واع وشجاع ولا يخدعه الإعلام ليس هو شعب جمال عبد الناصر الذي خدعوه بهيكل وإعلامه,neu
اوعي تفرطي في الدولارات التي معاكيعشان نهضة خيرت الشاطر العظيمة هتمرمط الجنيه وملايين الدولارات هتأمن مستقبلك,neu
حظ العوالم الأهلي الأفريقي,neg
الصفحة الرسمية لصناع الحياة مصر تهنئكم بقدوم عيد الفطر المبارك كل عام وأنتم بخير,pos
يارب نعوذ بك من علم لا ينفع ومن قلب لا يخشع ومن نفس لا تشبع,pos
ضد الفساد مع باسم ثورة يناير باسم رئيسا لمصر انتخبوا العرص,neu
كذاب ياهو بولي سارق الموبايل ثانا راقد,neg
القبطان منور الترند مينا عطا,pos
عدم السماح لغير المنتمين الأزهر الشريف اعتلاء منابر المساجد كفاية عك في حاجة صح,neu
وأهو كل واحد يعمل الذي يريحوا عمرو سنة بيضا خره على دماغي,neu
أنا عاوزة أحرق أماني الخياط بالغاز,neg
إعلام العار ينكر الشمس وانقلاب العار يطفئ الشمس وشباب مصر الحر سيضيء الشمس,neu
تويوتا يمكن أن تزود موديل لكزس آل أس بمحرك هيدروجيني للمزيد,neu
أوسكار لقد أمضيت سنتان مميزتان حتى الآن وأريد أن استمر في اللعب هنا لسنوات عديدة مثل تيري ولامبارد,pos
استمرار تطور وتجديد كوادر التنظيم المسلح لجماعة الإخوان الإرهابية السادة المحترمون,neg
عندك حق يا دكتور ومن براحتهم لا أحد اعتذر المفروض كل من ساهم في الكدب هذا وعشم المرضى يتحاسبوا,neg
أريد تعرف هذه ثورة ولا انقلاب شوفت قيادات الوطني لحظة القبض عليهم وهما بيعطوهم بملايات طب شوفت قيادات الإخوان وهما بيب,neg
عادي الدكتورة تجي متأخرة ثلث ساعة فقط غير عادي الطالبة تتأخر ٥ دقايق عشنا وشفنا,neg
شكرا يا دكتورة هبة,pos
محمد إبراهيم راح الأهلي بجد,neu
إعلام العار يكذب كالعادة لتشويه صورة الرئيس مرسي مسؤولو السجن يؤكدون أنه لم يطلب أي ميزة أو استثناء دع الكلاب تنبح,neg
اكتب رسالة لشخص دون ذكر اسمه الحياة ي صاحبي أجمل من بشاعة الحزن لا تحزن ابتسم وتفاؤل دائما وكن على يقين لن يصيبنا إلا,pos
دعبد المنعم أبو الفتوح التعددية إثراء وتنوع وأكثر فائدة للمجتمعالتعدديه مطلوبة وهى ليست انقسام وفرقة,neu
الفراشة رغم جمالها فهي حشرة والصبار رغم قسوته فهو زهرة لا تحكم على الناس من أشكالهم بل أحكم عليهم بما تحتويه قلوبهم,neu
هو فيه شاب بيلبس بنطلون احمرعيب جدا,neg
أنصار الحرية والديمقراطية في أوروبا وضعوا الشجاعة قبل أي شيء آخر ناد إيطالي ينتظر موقف الانقلاب من عبد الظاهر,neu
الفرد هو الركيزة الأساسية التي تقوم عليها عملية التغيير والإصلاح والتي وإن بدت صعبة إلا أنها ليست مستحيلة بل,neu
يا مسكينة بعينك الله معك وقت تنامي أقر أي المعوذات ونامي,pos
المصدر بروتوكول تعاون لدراسة الموت المفاجىء للرياضيين للمزيد,neu
طمني الماتش فيه إيه ورايح أين غير بتفرج,neu
صباح الخير ممكن استفسار عن مشكلة با اتصال الإنترنت أرجو إضافتي ل إرسال الاستفسار على الخاص ودمتم قلب,neu
صفوت حجازي يهاجم شيوخ السلفيين الذين قاعدين في بيوتهم آمال أين مقولة لحوم العلماء مسمومة التي قرفونا بها,neg
